906.717,40,29.0638,4.85966,40.9948,0.110536
779.705,40,29.2111,4.92717,23.4668,0.154844
676.405,40,29.7189,4.88327,25.0608,0.184743
1232.87,40,28.5748,4.81876,-8.3281,0.159785
975.72,40,29.22,4.89488,0.55783,0.226645
840.381,40,29.416,4.75438,29.9965,0.0558742
554.723,40,29.7275,4.81861,24.708,0.101754
685.082,40,29.8199,5.14077,-20.216,0.514706
679.963,40,29.5621,4.84867,22.8484,0.213642
903.71,40,28.8933,4.86933,23.6943,0.0442393
814.406,40,29.5664,4.81981,46.1581,0.0773288
584.493,40,29.8551,4.99334,-16.5166,0.448071
571.317,40,29.6979,4.95078,25.5562,0.0798007
496.662,40,29.86,4.9668,-12.2215,1.04057
501.141,40,29.9618,5.21282,-16.369,0.401152
782.945,40,29.233,4.83657,-11.8351,0.690384
699.137,40,29.5483,4.91074,26.6943,0.152757
449.543,40,29.884,4.88703,25.1746,0.0542243
1016.28,40,28.5855,4.79237,-24.1531,0.632648
580.108,40,29.5453,4.89168,5.07924,0.134552
