660.828,40,27.7843,4.53801,62.204,0.0352052
1817.56,40,23.8064,4.07096,32.2311,0.112616
3148.33,40,19.8492,3.48157,2.75269,0.999444
227.601,40,29.3647,4.7974,21.4631,0.48326
1435.25,40,25.0819,4.2162,10.6659,0.565922
1023.74,40,26.9892,4.44028,-39.3608,1.25409
206.417,40,29.5157,4.84041,15.9508,0.0901821
272.51,40,29.342,4.93874,-11.7683,0.40842
1651.55,40,25.1067,4.05058,-16.6766,0.639878
1665.38,40,24.1659,3.88209,-6.53409,0.907654
1465.56,40,25.0877,4.16065,0.623291,0.603882
715.543,40,27.7894,4.51966,9.83603,0.585443
2137.17,40,22.5789,3.67192,-27.8588,0.732644
1641.36,40,25.2681,4.06349,13.371,0.656546
677.415,40,27.7571,4.7008,-10.3262,0.744116
533.535,40,28.4025,4.72431,-19.9468,1.05743
1392.1,40,25.2173,4.37811,44.2511,0.028672
499.079,40,28.5601,4.7219,0.363972,0.49981
881.106,40,27.1185,4.64482,35.036,0.138567
2146.13,40,22.8815,3.78154,1.57304,0.288826
934.646,40,27.7767,4.59425,30.7843,0.221068
432.49,40,28.5446,4.84347,54.5544,0.0220694
1247.49,40,25.7244,4.26305,9.09762,0.23264
624.578,40,28.073,4.7421,23.0612,0.227001
1198.07,40,25.8972,4.17451,35.0555,0.157461
552.421,40,28.416,4.6497,58.1203,0.265414
180.752,40,29.4976,4.96258,1.81668,0.946945
613.385,40,27.9643,4.44459,-7.68753,0.844639
354.703,40,29.0374,4.80269,18.3033,0.406026
337.003,40,29.0264,4.82886,2.07186,0.256725
1095.08,40,26.8061,4.52685,-9.23771,0.487743
1957.4,40,23.0839,3.53249,16.4655,0.450014
497.643,40,28.2482,4.68642,27.9419,0.228587
4105.3,40,16.4299,2.60629,56.4489,0.0841959
249.613,40,29.0348,4.83449,-2.44215,0.657275
1214.71,40,25.3905,4.31443,16.5048,0.444895
1146.17,40,26.3104,4.60799,32.6021,0.130117
2684.63,40,20.9777,3.52076,46.4795,0.119593
230.128,40,29.1849,4.8966,25.3479,0.0850081
1151.44,40,26.0273,4.36357,-2.19448,0.732312
1935.64,40,23.6264,4.18421,9.62931,0.799204
1068.18,40,27.2906,4.57345,20.9617,0.557793
447.218,40,28.7081,4.84849,20.2917,0.215847
731.992,40,27.7714,4.61437,49.8709,0.0504374
230.788,40,29.186,4.87934,-20.3535,0.946958
860.899,40,27.7621,4.6746,25.1124,0.488879
160.771,40,29.5183,4.83215,45.7546,0.093446
1332.74,40,25.7352,4.16973,3.88133,0.504329
1305.2,40,26.0079,4.45533,42.8872,0.0284304
733.265,40,27.6016,4.6502,51.6488,0.0566198
880.976,40,26.9941,4.39777,22.2206,0.345989
2391.71,40,22.2396,3.74087,41.9935,0.0578857
702.987,40,27.9347,4.60713,-1.74333,0.923302
485.882,40,28.5679,4.71101,47.9774,0.11864
1180.11,40,26.1782,4.43855,-33.5316,0.706639
426.146,40,28.5898,4.5647,35.2981,0.143483
260.14,40,29.1931,4.86865,-4.61127,1.24795
517.774,40,28.2708,4.54258,11.7229,0.444174
1245.27,40,25.884,4.24496,33.8597,0.126741
241.318,40,29.3398,4.92946,16.3871,0.193804
562.997,40,28.0785,4.70135,-17.8138,1.50161
1954.04,40,23.3316,4.00398,15.9163,0.144874
948.731,40,27.1629,4.37824,25.7997,0.400604
2896.08,40,20.8475,3.32316,46.8965,0.164292
487.485,40,28.6882,4.95079,40.1904,0.11945
652.362,40,28.2422,4.70354,15.8746,0.418254
1187.54,40,26.3384,4.45256,21.201,0.264788
333.332,40,28.8703,4.83855,-23.4612,1.17164
282.119,40,29.1861,4.88539,22.0027,0.579174
5014.68,40,13.7177,2.31538,-3.13929,0.898813
1371.3,40,25.863,4.38613,31.7999,0.164825
2987.59,40,19.5422,3.32909,-55.1709,0.877202
487.207,40,28.5721,4.67408,18.9509,0.942598
1219.52,40,25.8769,4.30611,-5.88798,0.574245
1745.36,40,24.4594,4.04889,24.2131,0.331574
2751,40,21.6044,3.65171,59.2765,0.0582138
537.724,40,28.5363,4.86576,31.357,0.107776
624.891,40,27.9113,4.75288,13.4263,0.364536
127.121,40,29.6574,4.98563,10.3226,1.17374
722.513,40,27.4429,4.64718,11.9162,0.782426
437.557,40,28.7039,4.84547,21.0188,0.173695
693.675,40,27.4739,4.46257,-20.4846,1.62251
542.922,40,28.2468,4.68102,9.82005,0.438883
621.981,40,28.2696,4.53886,49.9826,0.245105
1325.67,40,26.3602,4.32951,18.6409,1.05719
527.95,40,28.245,4.68201,-1.10158,0.729498
